2020-02-19/16:39:16		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:00		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:00		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:00		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:00		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:01		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:01		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:01		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:01		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:01		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:01		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:01		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:01		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:01		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:02		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:02		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:02		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:02		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:02		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:02		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:02		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:02		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:02		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:02		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:03		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:03		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:03		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:03		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:03		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:03		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:03		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:03		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:03		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:03		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:04		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:04		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:04		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:05		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:05		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:05		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:05		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:05		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:05		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:06		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:06		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:06		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:06		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:06		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:06		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:06		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:06		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:06		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:07		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:07		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:07		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:07		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:07		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:07		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:07		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:07		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:07		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:07		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:08		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:08		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:08		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:08		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:08		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:08		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/17:48:08		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:21		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:21		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:21		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:21		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:21		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:21		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:22		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:22		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:22		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:22		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:22		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:22		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:22		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:22		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:22		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:22		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:22		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:23		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:23		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:23		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:23		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:23		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:23		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:23		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:23		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:23		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:23		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:23		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:23		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:24		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:24		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:24		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:24		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:24		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:24		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:24		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:24		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:24		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:24		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:25		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:25		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:25		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:25		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:25		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:25		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:25		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:25		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:25		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:25		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:25		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:26		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:26		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:26		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:26		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:26		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:26		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:26		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:26		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:26		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:26		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:27		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:27		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:27		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:27		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:27		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:27		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:27		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:27		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:27		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:27		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:27		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:28		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:28		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:28		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:28		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:28		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:28		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:28		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:28		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:28		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:28		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:28		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:28		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:29		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:29		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:29		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:29		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:29		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:29		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:29		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:29		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:29		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:29		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:30		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:30		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:30		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:30		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:30		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:30		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:49:30		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:04		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:04		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:04		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:05		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:05		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:05		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:05		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:05		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:05		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:05		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:05		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:05		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:05		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:06		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:06		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:07		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:07		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:07		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:07		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:07		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:07		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:07		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:07		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:07		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:07		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:08		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:08		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:08		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:08		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:08		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:08		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:08		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:08		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:08		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:09		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:09		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:09		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:09		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:09		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:09		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:09		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:09		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:10		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:10		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:10		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:10		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:10		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:10		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:10		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:10		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:10		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:11		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:11		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:11		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:11		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:11		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:11		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:11		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:11		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:11		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:11		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:12		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:12		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:12		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:12		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:12		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:12		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:12		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:12		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:12		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:12		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:13		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:13		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:13		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:13		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:13		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:13		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:14		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:14		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:14		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:14		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:14		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:14		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:14		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:14		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:14		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:14		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:15		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:15		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:15		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:15		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:15		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:15		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:15		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:16		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:16		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:17		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:17		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:17		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2020-02-19/18:50:17		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
